"80","Arizona Republicans choose Trump favorite Gina Swoboda as party chair","https://abcnews.go.com/US/wireStory/arizona-republicans-choose-trump-favorite-gina-swoboda-party-106748518","The Arizona Republican Party is getting a new leader PHOENIX -- Gina Swoboda, an election activist endorsed by former President Donald Trump, has been chosen as the next chair of the Arizona Republican Party, a leadership post that puts her center stage in the battleground state for November's presidential election. Fox10 television in Phoenix reported that Swoboda garnered 67% of the votes at Saturday's state party meeting. The GOP declined to confirm that margin of victory to The Associated Press. Swoboda replaces Jeff DeWit, who was halfway through his two-year term. He resigned Wednesday after a leaked audio recording revealed him offering a job to U.S. Senate candidate Kari Lake and asking her to name a price that would keep her out of the 2024 election cycle.  At the time of the recording last March, Lake was waging an unsuccessful court fight challenging her  loss in the 2022 race for Arizona governor even as she geared up for the U.S. Senate campaign. Meanwhile, Republicans in Washington, bruised by a disappointing showing in the midterms, were talking openly about plans to seek GOP Senate nominees who would be more viable in general elections.  DeWit was chief operating officer for Donald Trump’s 2016 and 2020 campaigns and chief financial officer at NASA during the Trump presidency. He was seen as a trusted and experienced operative who could bridge the bitter divide between Trump loyalists and old guard Republicans in Arizona, many of whom were brought into the party by the late Sen. John McCain.  Swoboda is a former employee of the Arizona Secretary of State’s office and was the election day director of operations for Trump in 2020. She has been working for the Arizona Senate as a senior adviser on elections. Lake, who is running for Sen. Kyrsten Sinema’s seat, congratulated Swoboda and called her win a “massive victory” for her campaign and Trump’s. “Gina is a national leader in election law. She is a grassroots hero … is battle tested and a woman of great integrity,” Lake said in a statement. “Gina understands that the White House and Senate Majority —and frankly, the survival of our Republic — runs through State 48.” 24/7 coverage of breaking news and live events","Others"
"81","Environmental officials working to clean up fuel after fiery tanker truck crash in Ohio","https://abcnews.go.com/US/wireStory/environmental-officials-working-clean-fuel-after-fiery-tanker-106745996","Environmental officials in Ohio are back on the scene of a tanker truck crash, working to contain thousands of gallons of spilled diesel fuel MACEDONIA, Ohio -- Environmental officials in Ohio were back on the scene Sunday of a fiery tanker truck crash, working to contain thousands of gallons (liters) of diesel fuel that spilled during the accident. The truck that crashed Saturday morning, killing the driver, was carrying about 7,500 gallons (28,390 liters) of diesel, according to the Ohio Environmental Protection Agency. A nearby creek briefly caught fire, and the agency worked to stop the spread of the fuel. As part of that effort, response crews will excavate impacted soil, according to the state EPA. Officials will remain on the scene to make sure all appropriate steps are taken to ensure the health and safety of resident and waterways, the agency said in a written statement. The crash happened at about 9:15 a.m. Saturday, according to the Summit County Sheriff’s Office and Macedonia Police Department, which responded to the scene at the ramp to Interstate 271 north in Northfield Center Township. The tanker truck had been traveling northbound on State Route 8 and attempted to get on Interstate 271 north when the driver lost control and went over the side of the bridge, according to the sheriff’s office. The truck landed on the northbound lanes of State Route 8 and exploded in flames. Fire departments responding to the scene found the driver of the tanker had died from injuries related to the crash. The accident forced the closure of several roads. The crash is under investigation. 24/7 coverage of breaking news and live events","Others"
"82","Kansas City Chiefs beat Baltimore Ravens 17-10 in AFC title game, advance to fourth Super Bowl in five seasons","https://abcnews.go.com/US/wireStory/kansas-city-chiefs-beat-baltimore-ravens-17-10-106750619","Kansas City Chiefs beat Baltimore Ravens 17-10 in AFC title game, advance to fourth Super Bowl in five seasons BALTIMORE -- Kansas City Chiefs beat Baltimore Ravens 17-10 in AFC title game, advance to fourth Super Bowl in five seasons. 24/7 coverage of breaking news and live events","Others"
"83","American Airlines' hard landing on Maui sends 6 to hospital","https://abcnews.go.com/US/wireStory/american-airlines-hard-landing-maui-sends-6-hospital-106749589","Five American Airlines flight attendants and one passenger are recovering after their flight from Los Angeles made a a hard landing on Maui HONOLULU -- An American Airlines flight from Los Angeles made a hard landing at Maui's main airport, sending five flight attendants and one passenger to the hospital. The six were later released, the airline said in a statement. Flight 271 arrived at Kahului Airport around 2 p.m. Saturday, according to the Federal Aviation Administration, which said it was investigating. Neither American Airlines nor the FAA provided additional details. The Airbus 320 was carrying 167 passengers and seven crew, according to the airlines.  24/7 coverage of breaking news and live events","Others"
"84","Oklahoma trooper violently thrown to ground as vehicle hits one he pulled over","https://abcnews.go.com/US/wireStory/oklahoma-trooper-violently-thrown-ground-vehicle-interstate-hits-106750906","An Oklahoma trooper who was thrown to the ground when a vehicle he’d pulled over for a traffic stop was hit by another vehicle says he feels lucky that he was able to walk away YUKON, Okla. -- An Oklahoma trooper who was violently thrown to the ground when a vehicle he'd pulled over for a traffic stop on an interstate highway was struck by another vehicle says he feels lucky that he was able to walk away. The Oklahoma Highway Patrol on Wednesday posted dash camera video on its Facebook page that shows a vehicle hitting the vehicle Trooper Jesse Gregory had pulled over along Interstate 40 as he stands at the passenger-side window on Jan. 18 near the Oklahoma City suburb of Yukon.  “After watching the video, I don't even remember barrel rolling to my feet,” Gregory told KWTV News 9. All three people involved in the incident, including Gregory, were treated and released, OHP said. It said an investigation into the crash was ongoing. Oklahoma has a “ Move Over ” law requiring motorists to change lanes or slow down when encountering stopped vehicles with flashing lights on the side of the highway. “Hopefully this is my scare of the career,” Gregory said. On Jan. 5, Gregory had responded to a similar incident on I-40 in which a law enforcement officer was injured when a vehicle struck one the officer had pulled over. 24/7 coverage of breaking news and live events","Others"
"85","There's a wave of new bills to define antisemitism. In these 3 states, they could become law","https://abcnews.go.com/US/wireStory/wave-new-bills-define-antisemitism-3-states-become-106756518","Lawmakers in more than a half-dozen U.S. states are pushing laws to define antisemitism, triggering debates about free speech and bringing complicated world politics into statehouses Lawmakers in more than a half-dozen U.S. states are pushing laws to define antisemitism, triggering debates about free speech and bringing complicated world politics into statehouses. Supporters say it's increasingly important to add a definition that lays out how to determine whether some criticism of Israel also amounts to hatred of Jewish people. In so doing, lawmakers cited the Oct. 7 attacks in which Hamas killed some 1,200 people, mostly civilians, and took about 250 hostages back to Gaza, which sparked a war that has killed more than 26,000 Palestinians. “For anybody that didn’t think that anti-Zionism could cross into antisemitism, the rest of the world could see that it had,” said Democratic Rep. Esther Panitch, the only Jewish member of Georgia's Legislature and one of the sponsors of a bill that the state Legislature passed last week. Republican Gov. Brian Kemp is expected to sign. Defined in 2016 by the the International Holocaust Remembrance Alliance, antisemitism is “a certain perception of Jews, which may be expressed as hatred toward Jews. Rhetorical and physical manifestations of antisemitism are directed toward Jewish or non-Jewish individuals and/or their property, toward Jewish community institutions and religious facilities.”  But Kenneth Stern, the author of IHRA's definition, said using such language in law is problematic. “There’s an increasingly large number of young Jews for whom their Judaism leads to an antizionist position,” said Stern, director of the Bard Center for the Study of Hate. “I don’t want the state to decide that issue.” Over the past three months, there has been a rise in protests around the country calling for a cease-fire in Gaza and the release of Israeli hostages. A coalition of organizations, including Jewish Voice for Peace and CAIR, issued a joint statement saying that the Georgia bill “falsely equates critiques of Israel and Zionism with discrimination against Jewish people.” Measures using the same definition of antisemitism — but in anti-discrimination laws — have advanced in legislative chambers in Indiana and South Dakota. A report from the Anti-Defamation League last year found major increases in antisemitic incidents in Georgia and Indiana, but not in South Dakota, where fewer than 10 a year were recently reported. Other legislation with the definition is pending in at least five other states this year. Bill supporters say that more than 30 states have adopted the definition in some way over the years. Before now, the legal definitions — including in New York, the state with the largest Jewish population — came primarily through resolutions or executive orders rather than forceful laws.  In other parts of the country, Iowa incorporated the definition into law in 2022 and Virginia did the same last year, among others. Lawmakers say their bills are in response to the Oct. 7 attacks, though before that, the problem of antisemitism has been on the rise in the U.S. and globally. Since the Israel-Hamas war erupted, several states have passed resolutions condemning Hamas and voicing support for Israel. Thousands of entities around the world, including the U.S. State Department, major companies and colleges, have officially recognized the definition, with groups including the American Jewish Committee supporting it. However the U.S. Congress and American Bar Association have declined to do so. Among those urging lawmakers to vote no are chapters of the ACLU. \"There is fundamental First Amendment harm whenever the state tries to silence pure speech on the basis of its viewpoint,\" said said Brian Hauss, an ACLU lawyer. Backers of the laws emphasize that they're not trying to ban speech but rather decipher between actions that amount to discrimination or hate crimes, which carry different degrees of severity. “This bill is entirely about conduct — adverse or unequal treatment that’s prohibited in state law,” said South Dakota state Rep. Fred Deutsch, a Republican whose father was a Holocaust survivor. “This bill doesn’t limit a person or organization’s freedom of speech or expression.” This week the chamber passed a measure by a 53-14 vote. Lara Freidman, president of Foundation for Middle East Peace, said the laws could elevate charges, such as those against a protester for property destruction to the level of a hate crime if the perpetrator is seen with a Palestinian flag. Georgia State Rep. Ruwa Romman, a Democrat of Palestinian descent, said that the definition, when adopted by colleges, has stifled students' right to free speech. “When they attempted to host a Palestinian poet or Palestinian culture night, the administration has preemptively canceled the events for fears of being antisemitic,” she said. Some protesters gathered in the capitol in Indiana this month before the House unanimously advanced a bill incorporating the definition there. “I don’t need to feel like as a student I’m going to be either censored or attacked or harassed,” said Yaqoub Saadeh, president of the Middle Eastern Student Association at Indiana University – Purdue University Indianapolis. How colleges are acting to prevent or stop antisemitism on campus has become a hot-button issue across the country. Last year, fallout from campus presidents' testimony before Congress led to the resignation of presidents at Harvard and the University of Pennsylvania. ___ This story has been updated to correct that there were fewer than 10 antisemitic incidents reported in South Dakota, not Georgia. 24/7 coverage of breaking news and live events","Others"
"86","Biden is trying to balance Gaza protests and free speech rights as demonstrators disrupt his events","https://abcnews.go.com/US/wireStory/biden-balance-gaza-protests-free-speech-rights-demonstrators-106743352","President Joe Biden is increasingly contending with protests inside and outside his events from progressives upset about U.S. support for Israel in its offensive in Gaza MANASSAS, Va. -- It was President Joe Biden's first big campaign rally of the year, a chance to spotlight the issue of protecting abortion rights. Instead, at least a dozen times during Biden's 22-minute speech, demonstrators scattered throughout the audience rose to shout out demands for a cease-fire in Gaza. His speech in Virginia this past week became a fits-and-starts affair. Over and over, the protesters interjected and were drowned out by audience members shouting chants of “four more years!” and “Joe! Joe! Joe!” “They feel deeply,” Biden said of the demonstrators, who were pulled from the room by security personnel. The Democratic president is increasingly contending with protests inside and outside his events from progressives upset about his administration's support for Israel in its offensive in Gaza. More than 26,000 Palestinians, mostly women and minors, have been killed in Gaza since Hamas attacked Israel on Oct. 7, according to the Health Ministry in the Hamas-ruled territory.  The protests lay bare the tensions Biden is facing within his own party as he struggles with the fallout from his handling of the war while honoring the First Amendment rights of his critics to speak out. Biden’s ability to navigate those crosscurrents will be critical to his reelection effort as he tries to energize Democrats this fall, especially young people who are particularly concerned about the war's effects. Demonstrators disrupted Biden's speech at Mother Emanuel AME Church in South Carolina earlier this month as the president spoke out against racism, and they turned up at a United Auto Workers gathering this past week in Washington where Biden accepted the powerful union's endorsement, and at a political event in Columbia, South Carolina on Saturday. “For most people, you get very few chances in this life to confront the president of the United States,” said Niki Thomas, a 29-year-old UAW member who yelled for a cease-fire and was dragged from the room during Biden's speech to the union. “There was no way that we weren’t going to take that opportunity to speak up for for ourselves, for our members, to get a chance to let the president know how we feel.” Protesting is an American tradition, and it's hardly a surprise that a president would see demonstrations on an issue such as the Israel-Hamas conflict. Biden aides and allies say the loud few do not represent the majority who back his policies.  “Is it helpful? No. It’s not helpful to the president’s ability to mobilize and coalesce his base,” Democratic strategist Cornell Belcher said of the protests. “But is it fatal at this point? I don’t think it’s fatal. They have to navigate it.\"  As part of that navigation, he said, Biden needs to show voters what he's doing to end the conflict and contrast that with what Republican presidential front-runner Donald Trump has said: that the war should be allowed to “play out.\" The former president also has called for U.S. borders to be sealed from Palestinian refugees.  Biden and his aides have said they do not want to see any civilians die in Hamas-ruled Gaza, and Biden helped broker a temporary cease-fire that saw critical aid reach the territory and the release of some hostages held by the militants. During a visit to Tel Aviv, Biden warned the Israelis not to be “consumed by rage.\" But Biden has also said he believes Israel has the right to defend itself and he has asked Congress for billions to help Israel in its war effort. “The president is concerned, as I said at the very outset, with the 100-plus hostages,” White House national security spokesman John Kirby said. “He’s not looking at the clock and the electoral calendar.” Democratic voters in New Hampshire’s primary on Tuesday were roughly split on how Biden has handled the ongoing Israeli-Palestinian conflict, according to AP VoteCast. Just 4 in 10 of those who disapproved of how Biden has managed the conflict voted for him. But among those who approve of Biden’s leadership in the Middle East, nearly 8 in 10 voted for him. How the president handles his vocal detractors is important, too. Those who disrupt his events are typically removed by security or event staff. If someone is considered a threat or becomes violent, they may face arrest. No one has been arrested so far.  Biden campaign communications director Michael Tyler said Biden's response to demonstrators shows he's “a president who understands and respects Americans' fundamental First Amendment rights to peacefully protest.\" “Joe Biden is approaching the situation in the Middle East, not through the lens of politics, but as the commander in chief of this country who was prioritizing American national security and global security,\" Tyler said. He said Biden was doing so \"with the empathy and the decency that complex situations demand.\" It's a stark contrast, he said, to how Trump handles dissent.  During the 2016 campaign, Trump's rallies occasionally devolved into violence, with demonstrators kicked or punched as they were escorted out, and Trump calling the disrupters “disgusting” and troublemakers.” This year, Trump has faced isolated protests at recent campaign events in Iowa and New Hampshire by demonstrators on climate change and other policies.  When he was interrupted at a rally in Indianola, Iowa, shortly before the state’s Republican caucuses on Jan. 15, Trump taunted from the stage as a protester was quickly removed: “Go home to mommy. Your mommy is waiting. Go home to mommy.” At a rally in Rochester, New Hampshire, Trump dismissed protesters as “misguided people.” The next night, when a protester interrupted his rally in Manchester, New Hampshire, Trump directed from the stage: “You can throw him out.” Biden has tried to acknowledge and empathize with the concerns of his protesters and move on with his speeches. During Biden's remarks at Mother Emanuel, where nine Black parishioners were shot to death in a 2015 racist attack, he put up his hand to calm the angry crowd as protesters were removed.  One demonstrator shouted: “If you really care about the lives lost here, then you should honor the lives lost and call for a cease-fire in Palestine!”  Biden responded: “I understand their passion. And I’ve been quietly working -- I’ve been quietly working with the Israeli government to get them to reduce and significantly get out of Gaza.\" One audience member yelled from the pews: “You’re an understanding person. You’re an understanding person.\" ___ Associated Press writers Zeke Miller and Josh Boak in Washington and Michelle L. Price in New York contributed to this report. 24/7 coverage of breaking news and live events","Terrorism/Protest/Political Unrest/Riot"
"87","House GOP releases impeachment articles in bid to oust Homeland Security's Mayorkas over the border","https://abcnews.go.com/US/wireStory/house-republicans-unveil-articles-impeachment-bid-oust-homeland-106744315","House Republicans have released two articles of impeachment against Homeland Security Secretary Alejandro Mayorkas WASHINGTON -- House Republicans on Sunday released two articles of impeachment against Homeland Security Secretary Alejandro Mayorkas as they vowed to swiftly push forward with election-year efforts to oust him over what they call his failure to manage the U.S.-Mexico border. The rare step against a Cabinet member drew outrage from Democrats and the agency as a politically motivated stunt lacking the constitutional basis to remove Mayorkas from office.  Republicans contend Mayorkas is guilty of “high crimes and misdemeanors” that amount to a “willful and systemic refusal to comply with the law” on immigration and a “breach of the public trust.” Impeachment, they say, is “Congress's only viable option.\" “Alejandro N. Mayorkas willfully and systemically refused to comply with the immigration laws, failed to control the border to the detriment of national security, compromised public safety, and violated the rule of law and separation of powers in the Constitution, to the manifest injury of the people of the United States,\" the impeachment resolution says. Only once in American history has a Cabinet secretary been impeached: William Belknap, President Ulysses Grant's war secretary, in 1876, over kickbacks in government contracts. Going after an official for a policy dispute, in this instance over the claim that Mayorkas is not upholding immigration laws, is unprecedented. Ever since taking control of the House in 2023, Republicans have pushed to impeach Mayorkas. Sunday’s announcement comes as their other impeachment drive — to impeach Democratic President Joe Biden in relation to his son Hunter's business dealings — has struggled to advance. But Republicans have moved with rapid speed against Mayorkas after a series of hearings in recent weeks. It all comes at a time when border security and immigration are key issues in the 2024 campaign and as Donald Trump, the front-runner for the Republican presidential nomination, is promising to launch the “largest deportation operation” in U.S. history if he returns to the White House. The Republican-controlled House Homeland Security Committee is set to vote Tuesday on the articles of impeachment, aiming to send them to the full House for consideration. Speaker Mike Johnson, R-La., has said the House will move forward as soon as possible with a vote after that. Passage requires only a House majority. The Senate would hold a trial, and a two-thirds vote is required for conviction, an exceedingly unlikely outcome in the Democratic-run Senate. The GOP push also comes at a curious time for Mayorkas.  Even as the House is taking steps to try remove him from office, Mayorkas has been engaged in arduous negotiations with senators seeking to reach a bipartisan deal on border policy. He has won praise from senators for his engagement in the process.  Democrats have lambasted the impeachment proceedings, calling them a waste of time when lawmakers should be working together to solve the problems. They also say Republicans are part of the problems at the border, with Republicans attacking Mayorkas even as they have failed to give his department the tools it needs to manage the situation. “They don’t want to fix the problem; they want to campaign on it. That’s why they have undermined efforts to achieve bipartisan solutions and ignored the facts, legal scholars and experts, and even the Constitution itself in their quest to baselessly impeach Secretary Mayorkas,” the department said in a statement Sunday. Mississippi Rep. Bennie Thompson, the top Democrat on the House committee, said the GOP resolution did not have “a shred of evidence of high crimes or misdemeanors –- the Constitutional standard for impeachment.” The two articles mark the culmination of a roughly yearlong examination by Republicans of the secretary's handling of the border and what they describe as a crisis of the administration's own making. Republicans contend that the administration and Mayorkas specifically either got rid of policies in place under Trump that had controlled migration or enacted policies of their own that encouraged migrants from around the world to come to the U.S. illegally via the southern border. They also accused Mayorkas of lying to Congress, pointing to comments about the border being secure or about vetting of Afghans airlifted to the U.S.  They cite growing numbers of migrants who have at times overwhelmed the capacity of Customs and Border Protection authorities to care and process them. Arrests for illegal crossings topped 2 million in each of the U.S. government’s past two budget years. In December, arrests for illegal border crossings from Mexico reached an all-time high since figures have been released. The backlog of people in immigration court has grown by 1 million over the past budget year. In the articles, Republicans argue that Mayorkas is deliberately violating immigration laws passed by Congress, such as those requiring detention of migrants, and that through his policies, a crisis has arisen at the border. They accuse him of releasing migrants without effective ways to make sure they show up for court or are removed from the country. They cited an Immigration and Customs Enforcement memo written by Mayorkas that sets priorities for whom the agency should target for enforcement proceedings as proof that he is letting people stay in the country who don't have the right to do so.  They also attacked the administration’s use of the humanitarian parole authority, which allows the DHS secretary to admit certain migrants into the country. Republicans said the Biden administration has essentially created a mass parole program that bypasses Congress. They cited cities such as New York that have struggled with high numbers of migrants, taxing housing and education systems, as proof of the financial costs immigration is taking. Democrats, as well as Mayorkas, have argued that it’s not the administration’s policies that are causing people to attempt to migrate to America but that the movement is part of a global mass migration of people fleeing wars, economic instability and political repression. They have argued that Mayorkas is doing the best he can to manage border security but with a system that hasn’t been updated in decades and is chronically underfunded. The department on Sunday cited high numbers of people being removed from the country, especially over roughly the last six months and its efforts to tackle fentanyl smuggling as proof that DHS is not shirking its border duties. And, they said, no administration has been able to detain every person who crosses the border illegally, citing space capacities. Instead, they focus on those who pose security threats. “A standard requiring 100% detention would mean that Congress should have impeached every DHS Secretary since the Department was founded,” the agency said in the statement. It was almost 150 years ago when the House voted unanimously to impeach Belknap on five articles of impeachment that he had criminally disregarded his Cabinet duties and used his office for private gain. Belknap had resigned earlier that same day, March 2, 1876. After a trial in the Senate, a majority of senators vote to convict him but they didn’t have enough votes to hit the the necessary two-thirds majority and Belknap was acquitted. 24/7 coverage of breaking news and live events","Others"
"88","San Francisco 49ers beat Detroit Lions 34-31 in NFC title game, advance to face Kansas City Chiefs in the Super Bowl","https://abcnews.go.com/US/wireStory/san-francisco-49ers-beat-detroit-lions-34-31-106753015","San Francisco 49ers beat Detroit Lions 34-31 in NFC title game, advance to face Kansas City Chiefs in the Super Bowl SANTA CLARA, Calif. -- San Francisco 49ers beat Detroit Lions 34-31 in NFC title game, advance to face Kansas City Chiefs in the Super Bowl. 24/7 coverage of breaking news and live events","Others"
"89","Shares of building materials maker Holcim jump as it plans to list unit in the US","https://abcnews.go.com/US/wireStory/shares-building-materials-maker-holcim-jump-plans-list-106755398","Shares of Holcim Ltd GENEVA -- Shares of Holcim Ltd. jumped Monday after the Swiss-based cement and building materials company announced plans to spin off its North American unit and list its shares in the U.S. Sunday's announcement of the listing and spinoff comes 15 months after Holcim’s French subsidiary Lafarge pleaded guilty to paying millions of dollars to the Islamic State group to keep a plant open in Syria and agreed to pay about $778 million in penalties in a settlement with U.S. authorities. At the time, the Islamic State group controlled a vast swath of Syrian territory and was engaged in torturing kidnapped Westerners. The listing, which is expected to be completed in the first half of next year, would create a North American unit that is targeting more than $20 billion in net sales by 2030, the company said. Holcim will retain its listing on the Swiss SIX stock exchange. Chairman and CEO Jan Jenisch will lead the North American operations and hand over duties of CEO of Holcim to executive committee member Miljan Gutovic, an Australian national, on May 1. In a statement, Jenisch said the U.S. listing would “unleash” the company's potential to be an attractive partner to customers “in one of the world’s most attractive construction markets.” In midmorning trading on SIX in Zurich, Holcim shares were up 4.3% to 67.02 Swiss francs (about $77.78) apiece, after rising as high as 67.96 francs — or nearly 6% — shortly after the open.  24/7 coverage of breaking news and live events","Others"
